route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7727,3,5776373,Route 192 East Point Station,0,316957,102997
7727,3,5782829,Route 192 East Point Station,0,316957,102997
7727,3,5762107,Route 192- Clayton County Justice Center,1,315944,103092
7727,3,5789224,Route 192- Clayton County Justice Center,1,316475,103092
7727,3,5794325,Route 192- Clayton County Justice Center,1,316475,103092
7727,3,5758242,Route 192- Clayton County Justice Center,1,316957,103092
7727,3,5762106,Route 192 East Point Station,0,316957,102997
7727,3,5758237,Route 192 East Point Station,0,315944,102997
7727,3,5776371,Route 192 East Point Station,0,315944,102997
7727,3,5764047,Route 192 East Point Station,0,316957,102997
7727,3,5758238,Route 192 East Point Station,0,315944,102997
7727,3,5769837,Route 192 East Point Station,0,316475,102997
7727,3,5769840,Route 192- Clayton County Justice Center,1,316475,103092
7727,3,5758239,Route 192 East Point Station,0,315944,102997
7727,3,5792637,Route 192 East Point Station,0,316475,102997
7727,3,5786989,Route 192- Clayton County Justice Center,1,316957,103092
7727,3,5793424,Route 192 East Point Station,0,316957,102997
7727,3,5753996,Route 192 East Point Station,0,316475,102997
7727,3,5758241,Route 192- Clayton County Justice Center,1,316957,103092
7727,3,5782703,Route 192- Clayton County Justice Center,1,315944,103092
7727,3,5778553,Route 192- Clayton County Justice Center,1,316957,103092
7727,3,5769838,Route 192 East Point Station,0,315944,102997
7727,3,5762108,Route 192- Clayton County Justice Center,1,315944,103092
7727,3,5789353,Route 192- Clayton County Justice Center,1,316475,103092
7727,3,5794327,Route 192- Clayton County Justice Center,1,315944,103092
7727,4,5754711,Route 192 East Point Station,0,315758,102997
7727,4,5758798,Route 192 East Point Station,0,315758,102997
7727,4,5785876,Route 192- Clayton County Justice Center,1,316275,103092
7727,4,5765702,Route 192 East Point Station,0,315758,102997
7727,4,5772148,Route 192 East Point Station,0,317019,102997
7727,4,5796134,Route 192 East Point Station,0,316275,102997
7727,4,5774815,Route 192 East Point Station,0,317019,102997
7727,4,5765704,Route 192- Clayton County Justice Center,1,315758,103092
7727,4,5784230,Route 192- Clayton County Justice Center,1,315758,103092
7727,4,5765701,Route 192 East Point Station,0,316275,102997
7727,4,5774816,Route 192 East Point Station,0,317019,102997
7727,4,5772147,Route 192 East Point Station,0,317019,102997
7727,4,5754714,Route 192- Clayton County Justice Center,1,315758,103092
7727,4,5796130,Route 192 East Point Station,0,316275,102997
7727,4,5795221,Route 192 East Point Station,0,315758,102997
7727,4,5780215,Route 192- Clayton County Justice Center,1,316275,103092
7727,4,5780214,Route 192- Clayton County Justice Center,1,317019,103092
7727,4,5754603,Route 192 East Point Station,0,317019,102997
7727,4,5774818,Route 192- Clayton County Justice Center,1,317019,103092
7727,4,5793427,Route 192- Clayton County Justice Center,1,315758,103092
7727,4,5772149,Route 192- Clayton County Justice Center,1,316275,103092
7727,4,5758797,Route 192 East Point Station,0,315758,102997
7727,4,5765703,Route 192- Clayton County Justice Center,1,315758,103092
7727,4,5783740,Route 192 East Point Station,0,316275,102997
7727,4,5787975,Route 192 East Point Station,0,315758,102997
7727,4,5754713,Route 192 East Point Station,0,316275,102997
7727,4,5772150,Route 192- Clayton County Justice Center,1,316275,103092
7727,4,5769028,Route 192- Clayton County Justice Center,1,317019,103092
7727,4,5769027,Route 192 East Point Station,0,317019,102997
7727,4,5780213,Route 192- Clayton County Justice Center,1,317019,103092
7727,4,5754712,Route 192 East Point Station,0,316275,102997
7727,4,5774817,Route 192- Clayton County Justice Center,1,317019,103092
7727,4,5780131,Route 192- Clayton County Justice Center,1,316275,103092
7727,4,5769930,Route 192- Clayton County Justice Center,1,317019,103092
7727,4,5780216,Route 192- Clayton County Justice Center,1,316275,103092
7727,5,5778368,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5754991,Route 192- Clayton County Justice Center,1,316010,103092
7727,5,5788801,Route 192 East Point Station,0,316780,102997
7727,5,5784400,Route 192 East Point Station,0,315757,102997
7727,5,5778369,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5791341,Route 192- Clayton County Justice Center,1,316010,103092
7727,5,5763864,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5778366,Route 192 East Point Station,0,316010,102997
7727,5,5767126,Route 192 East Point Station,0,316780,102997
7727,5,5754993,Route 192- Clayton County Justice Center,1,315757,103092
7727,5,5763863,Route 192- Clayton County Justice Center,1,316010,103092
7727,5,5778363,Route 192 East Point Station,0,316010,102997
7727,5,5770574,Route 192- Clayton County Justice Center,1,316274,103092
7727,5,5763862,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5754988,Route 192 East Point Station,0,316780,102997
7727,5,5763865,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5754992,Route 192- Clayton County Justice Center,1,316010,103092
7727,5,5763861,Route 192 East Point Station,0,316780,102997
7727,5,5790009,Route 192 East Point Station,0,316780,102997
7727,5,5789339,Route 192- Clayton County Justice Center,1,315757,103092
7727,5,5772993,Route 192 East Point Station,0,316010,102997
7727,5,5759163,Route 192 East Point Station,0,316780,102997
7727,5,5772991,Route 192 East Point Station,0,315757,102997
7727,5,5793024,Route 192- Clayton County Justice Center,1,315757,103092
7727,5,5754987,Route 192 East Point Station,0,316780,102997
7727,5,5779889,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5767127,Route 192 East Point Station,0,316780,102997
7727,5,5790006,Route 192- Clayton County Justice Center,1,316010,103092
7727,5,5770573,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5787606,Route 192 East Point Station,0,316780,102997
7727,5,5783936,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5783935,Route 192- Clayton County Justice Center,1,316274,103092
7727,5,5784399,Route 192 East Point Station,0,316010,102997
7727,5,5770572,Route 192 East Point Station,0,316274,102997
7727,5,5754990,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5754989,Route 192 East Point Station,0,315757,102997
7727,5,5796138,Route 192 East Point Station,0,316780,102997
7727,5,5792633,Route 192- Clayton County Justice Center,1,316780,103092
7727,5,5793419,Route 192- Clayton County Justice Center,1,316010,103092
7727,5,5772996,Route 192- Clayton County Justice Center,1,315757,103092
7727,5,5772994,Route 192 East Point Station,0,315757,102997
7727,5,5778364,Route 192 East Point Station,0,316274,102997
7727,5,5778367,Route 192 East Point Station,0,315757,102997
7727,5,5778365,Route 192 East Point Station,0,316010,102997
7727,5,5767125,Route 192 East Point Station,0,316010,102997
7727,5,5772992,Route 192 East Point Station,0,316010,102997
7727,5,5772995,Route 192- Clayton County Justice Center,1,316010,103092
7728,3,5762111,Route 193- East Point Station,0,315923,103070
7728,3,5753997,Route 193- Clayton County Justice Center,1,316451,102981
7728,3,5769848,Route 193- East Point Station,0,316451,103070
7728,3,5764050,Route 193- Clayton County Justice Center,1,317186,102981
7728,3,5782712,Route 193- East Point Station,0,315924,103034
7728,3,5786990,Route 193- East Point Station,0,317186,103070
7728,3,5776378,Route 193- East Point Station,0,315924,103034
7728,3,5758250,Route 193- East Point Station,0,316451,103070
7728,3,5782830,Route 193- Clayton County Justice Center,1,316451,103232
7728,3,5793400,Route 193- Clayton County Justice Center,1,315924,103232
7728,3,5776377,Route 193- East Point Station,0,316932,103070
7728,3,5764053,Route 193- East Point Station,0,317186,103034
7728,3,5758248,Route 193- East Point Station,0,317186,103034
7728,3,5782705,Route 193- Clayton County Justice Center,1,315923,103232
7728,3,5776375,Route 193- Clayton County Justice Center,1,317186,103232
7728,3,5783655,Route 193- East Point Station,0,315924,103070
7728,3,5778556,Route 193- East Point Station,0,315924,103070
7728,3,5795806,Route 193- Clayton County Justice Center,1,315924,102981
7728,3,5776376,Route 193- Clayton County Justice Center,1,316451,102981
7728,3,5758243,Route 193- Clayton County Justice Center,1,316932,102981
7728,3,5792507,Route 193- Clayton County Justice Center,1,316932,103232
7728,3,5782706,Route 193- Clayton County Justice Center,1,317186,103232
7728,3,5782709,Route 193- East Point Station,0,315923,103070
7728,3,5758244,Route 193- Clayton County Justice Center,1,316451,103232
7728,3,5764051,Route 193- Clayton County Justice Center,1,315924,102981
7728,3,5778557,Route 193- East Point Station,0,316932,103070
7728,3,5778559,Route 193- East Point Station,0,316932,103034
7728,3,5753999,Route 193- East Point Station,0,316932,103070
7728,3,5769843,Route 193- Clayton County Justice Center,1,315924,103232
7728,3,5774290,Route 193- Clayton County Justice Center,1,315924,103232
7728,3,5795805,Route 193- East Point Station,0,315923,103034
7728,3,5754000,Route 193- East Point Station,0,316451,103034
7728,3,5753998,Route 193- Clayton County Justice Center,1,316932,103232
7728,3,5782708,Route 193- Clayton County Justice Center,1,317186,102981
7728,3,5788515,Route 193- Clayton County Justice Center,1,315924,103232
7728,3,5789321,Route 193- Clayton County Justice Center,1,316451,103232
7728,3,5788510,Route 193- Clayton County Justice Center,1,316932,102981
7728,3,5784185,Route 193- Clayton County Justice Center,1,316932,103232
7728,3,5769846,Route 193- East Point Station,0,315924,103034
7728,3,5787707,Route 193- Clayton County Justice Center,1,315923,102981
7728,3,5769844,Route 193- Clayton County Justice Center,1,316451,102981
7728,3,5769845,Route 193- East Point Station,0,316451,103034
7728,3,5782831,Route 193- East Point Station,0,316932,103070
7728,3,5762110,Route 193- East Point Station,0,317186,103070
7728,3,5776379,Route 193- East Point Station,0,317186,103034
7728,3,5787709,Route 193- East Point Station,0,316932,103034
7728,3,5792811,Route 193- Clayton County Justice Center,1,316932,102981
7728,3,5758245,Route 193- Clayton County Justice Center,1,315923,102981
7728,3,5764049,Route 193- Clayton County Justice Center,1,315924,102981
7728,3,5778555,Route 193- East Point Station,0,315923,103034
7728,3,5758249,Route 193- East Point Station,0,316451,103034
7728,3,5782711,Route 193- East Point Station,0,316451,103034
7728,3,5792506,Route 193- East Point Station,0,315923,103070
7728,3,5790838,Route 193- Clayton County Justice Center,1,316932,103232
7728,3,5769847,Route 193- East Point Station,0,316932,103034
7728,3,5787710,Route 193- Clayton County Justice Center,1,315923,102981
7728,3,5764052,Route 193- East Point Station,0,315923,103034
7728,3,5769841,Route 193- Clayton County Justice Center,1,317186,102981
7728,3,5778558,Route 193- East Point Station,0,315923,103070
7728,3,5782704,Route 193- Clayton County Justice Center,1,315923,102981
7728,3,5778554,Route 193- Clayton County Justice Center,1,316451,103232
7728,3,5754001,Route 193- East Point Station,0,317186,103070
7728,3,5790451,Route 193- Clayton County Justice Center,1,317186,102981
7728,3,5764048,Route 193- Clayton County Justice Center,1,315923,103232
7728,3,5790839,Route 193- East Point Station,0,316451,103070
7728,3,5793399,Route 193- East Point Station,0,315924,103070
7728,3,5782707,Route 193- Clayton County Justice Center,1,316932,102981
7728,3,5758246,Route 193- East Point Station,0,317186,103034
7728,3,5758247,Route 193- East Point Station,0,315924,103070
7728,3,5789746,Route 193- Clayton County Justice Center,1,317186,103232
7728,3,5782710,Route 193- East Point Station,0,315924,103034
7728,3,5764910,Route 193- Clayton County Justice Center,1,315923,103232
7728,3,5769842,Route 193- Clayton County Justice Center,1,316451,102981
7728,4,5758800,Route 193- East Point Station,0,316188,103034
7728,4,5758799,Route 193- Clayton County Justice Center,1,315670,102981
7728,4,5780218,Route 193- East Point Station,0,316929,103070
7728,4,5780132,Route 193- East Point Station,0,316687,103070
7728,4,5772391,Route 193- East Point Station,0,316929,103034
7728,4,5765706,Route 193- Clayton County Justice Center,1,315670,102981
7728,4,5765707,Route 193- East Point Station,0,316188,103070
7728,4,5754604,Route 193- Clayton County Justice Center,1,316188,103232
7728,4,5775005,Route 193- Clayton County Justice Center,1,316188,103232
7728,4,5793396,Route 193- Clayton County Justice Center,1,316188,102981
7728,4,5794467,Route 193- East Point Station,0,315670,103070
7728,4,5769030,Route 193- Clayton County Justice Center,1,315921,102981
7728,4,5785878,Route 193- East Point Station,0,315921,103034
7728,4,5765705,Route 193- Clayton County Justice Center,1,316687,102981
7728,4,5792810,Route 193- East Point Station,0,316687,103034
7728,4,5769032,Route 193- East Point Station,0,315921,103070
7728,4,5774819,Route 193- Clayton County Justice Center,1,316929,102981
7728,4,5788514,Route 193- East Point Station,0,316188,103034
7728,4,5788564,Route 193- Clayton County Justice Center,1,315670,103232
7728,4,5769033,Route 193- East Point Station,0,316687,103034
7728,4,5769029,Route 193- Clayton County Justice Center,1,316929,103232
7728,4,5789443,Route 193- Clayton County Justice Center,1,315921,102981
7728,4,5772152,Route 193- East Point Station,0,316687,103070
7728,4,5780217,Route 193- East Point Station,0,315921,103034
7728,4,5772151,Route 193- Clayton County Justice Center,1,316687,103232
7728,4,5795147,Route 193- Clayton County Justice Center,1,315921,103232
7728,4,5754715,Route 193- Clayton County Justice Center,1,316929,103232
7728,4,5788566,Route 193- Clayton County Justice Center,1,316687,103232
7728,4,5793397,Route 193- Clayton County Justice Center,1,316687,102981
7728,4,5788128,Route 193- Clayton County Justice Center,1,316929,102981
7728,4,5785877,Route 193- Clayton County Justice Center,1,315921,103232
7728,4,5765708,Route 193- East Point Station,0,315670,103034
7728,4,5772389,Route 193- East Point Station,0,315670,103070
7728,4,5769031,Route 193- East Point Station,0,316929,103034
7728,4,5772390,Route 193- East Point Station,0,316929,103070
7728,5,5784402,Route 193- Clayton County Justice Center,1,316452,103232
7728,5,5754997,Route 193- East Point Station,0,317187,103070
7728,5,5772998,Route 193- East Point Station,0,316189,103034
7728,5,5770579,Route 193- Clayton County Justice Center,1,317452,102981
7728,5,5778376,Route 193- East Point Station,0,316189,103070
7728,5,5784409,Route 193- East Point Station,0,316189,103034
7728,5,5793398,Route 193- Clayton County Justice Center,1,316453,102981
7728,5,5778372,Route 193- Clayton County Justice Center,1,316453,103232
7728,5,5767135,Route 193- East Point Station,0,317452,103070
7728,5,5778374,Route 193- East Point Station,0,316189,103034
7728,5,5784407,Route 193- East Point Station,0,316452,103070
7728,5,5763869,Route 193- East Point Station,0,316452,103036
7728,5,5763873,Route 193- East Point Station,0,316189,103034
7728,5,5770575,Route 193- Clayton County Justice Center,1,316453,103232
7728,5,5795804,Route 193- Clayton County Justice Center,1,317452,103232
7728,5,5791342,Route 193- East Point Station,0,316452,103034
7728,5,5795802,Route 193- Clayton County Justice Center,1,316189,103232
7728,5,5772999,Route 193- East Point Station,0,316452,103269
7728,5,5763871,Route 193- East Point Station,0,317187,103036
7728,5,5784401,Route 193- Clayton County Justice Center,1,317187,102981
7728,5,5759572,Route 193- Clayton County Justice Center,1,316453,103232
7728,5,5792809,Route 193- East Point Station,0,316452,103070
7728,5,5779890,Route 193- East Point Station,0,317452,103036
7728,5,5789320,Route 193- Clayton County Justice Center,1,316453,103232
7728,5,5763867,Route 193- Clayton County Justice Center,1,317187,102981
7728,5,5759166,Route 193- Clayton County Justice Center,1,317187,102981
7728,5,5788949,Route 193- Clayton County Justice Center,1,317187,103232
7728,5,5785157,Route 193- Clayton County Justice Center,1,317452,102981
7728,5,5784406,Route 193- Clayton County Justice Center,1,316452,103232
7728,5,5770576,Route 193- Clayton County Justice Center,1,317452,102991
7728,5,5770578,Route 193- Clayton County Justice Center,1,316189,103018
7728,5,5754994,Route 193- Clayton County Justice Center,1,317187,103232
7728,5,5763875,Route 193- East Point Station,0,317187,103034
7728,5,5759164,Route 193- Clayton County Justice Center,1,316189,103232
7728,5,5770577,Route 193- Clayton County Justice Center,1,316189,102981
7728,5,5778370,Route 193- Clayton County Justice Center,1,316453,102981
7728,5,5759165,Route 193- Clayton County Justice Center,1,316452,102991
7728,5,5767129,Route 193- Clayton County Justice Center,1,317187,102991
7728,5,5785158,Route 193- East Point Station,0,317187,103070
7728,5,5763872,Route 193- East Point Station,0,316453,103070
7728,5,5763874,Route 193- East Point Station,0,316453,103034
7728,5,5795287,Route 193- East Point Station,0,316452,103070
7728,5,5784405,Route 193- Clayton County Justice Center,1,316452,103232
7728,5,5783937,Route 193- East Point Station,0,317452,103070
7728,5,5754998,Route 193- East Point Station,0,316189,103070
7728,5,5787607,Route 193- Clayton County Justice Center,1,316189,103232
7728,5,5784403,Route 193- Clayton County Justice Center,1,316452,102981
7728,5,5767130,Route 193- Clayton County Justice Center,1,316452,102981
7728,5,5767134,Route 193- East Point Station,0,317187,103034
7728,5,5759168,Route 193- East Point Station,0,317452,103034
7728,5,5789747,Route 193- Clayton County Justice Center,1,316453,102981
7728,5,5767132,Route 193- East Point Station,0,317187,103034
7728,5,5754996,Route 193- East Point Station,0,317187,103036
7728,5,5789322,Route 193- East Point Station,0,317452,103036
7728,5,5763876,Route 193- East Point Station,0,317452,103034
7728,5,5763870,Route 193- East Point Station,0,316453,103070
7728,5,5788629,Route 193- Clayton County Justice Center,1,316452,102981
7728,5,5788630,Route 193- East Point Station,0,316452,103034
7728,5,5778373,Route 193- Clayton County Justice Center,1,317187,103018
7728,5,5784408,Route 193- East Point Station,0,316453,103070
7728,5,5772997,Route 193- Clayton County Justice Center,1,316189,102981
7728,5,5773001,Route 193- East Point Station,0,316452,103034
7728,5,5758129,Route 193- East Point Station,0,316453,103034
7728,5,5778377,Route 193- East Point Station,0,317452,103034
7728,5,5767128,Route 193- Clayton County Justice Center,1,317452,103232
7728,5,5778375,Route 193- East Point Station,0,316453,103034
7728,5,5763868,Route 193- Clayton County Justice Center,1,316453,102981
7728,5,5767131,Route 193- Clayton County Justice Center,1,316452,103018
7728,5,5773000,Route 193- East Point Station,0,317187,103034
7728,5,5759167,Route 193- Clayton County Justice Center,1,317187,103232
7728,5,5784404,Route 193- Clayton County Justice Center,1,317452,103232
7728,5,5754995,Route 193- Clayton County Justice Center,1,317452,102981
7728,5,5778371,Route 193- Clayton County Justice Center,1,317452,102981
7728,5,5770580,Route 193- East Point Station,0,316189,103070
7728,5,5767133,Route 193- East Point Station,0,316453,103034
7728,5,5788565,Route 193- East Point Station,0,317452,103034
7728,5,5763866,Route 193- Clayton County Justice Center,1,316189,102981
7728,5,5794468,Route 193- East Point Station,0,316189,103070
7729,3,5764057,Route 194 Southlake Mall,1,315671,103093
7729,3,5764058,Route 194 Southlake Mall,1,315671,103093
7729,3,5754002,Route 194 Lakewood Station,0,316190,103270
7729,3,5778813,Route 194 Southlake Mall,1,315671,103093
7729,3,5778561,Route 194 Lakewood Station,0,316190,103270
7729,3,5776380,Route 194 Lakewood Station,0,315671,103270
7729,3,5762112,Route 194 Lakewood Station,0,315671,103270
7729,3,5782713,Route 194 Lakewood Station,0,315671,103270
7729,3,5764056,Route 194 Southlake Mall,1,316688,103093
7729,3,5776382,Route 194 Southlake Mall,1,316190,103093
7729,3,5776381,Route 194 Southlake Mall,1,316190,103093
7729,3,5758252,Route 194 Lakewood Station,0,316688,103270
7729,3,5758254,Route 194 Southlake Mall,1,316190,103093
7729,3,5795289,Route 194 Southlake Mall,1,316688,103093
7729,3,5778812,Route 194 Lakewood Station,0,316190,103270
7729,3,5778811,Route 194 Lakewood Station,0,315671,103270
7729,3,5786991,Route 194 Southlake Mall,1,316688,103093
7729,3,5792814,Route 194 Lakewood Station,0,315671,103270
7729,3,5788950,Route 194 Lakewood Station,0,316190,103270
7729,3,5795288,Route 194 Southlake Mall,1,316190,103093
7729,3,5754004,Route 194 Southlake Mall,1,316190,103093
7729,3,5774291,Route 194 Lakewood Station,0,316688,103270
7729,3,5764054,Route 194 Lakewood Station,0,315671,103270
7729,3,5788569,Route 194 Southlake Mall,1,316190,103093
7729,3,5790323,Route 194 Lakewood Station,0,316190,103270
7729,3,5758251,Route 194 Lakewood Station,0,316688,103270
7729,3,5769849,Route 194 Southlake Mall,1,316688,103093
7729,3,5783656,Route 194 Southlake Mall,1,315671,103093
7729,3,5764055,Route 194 Lakewood Station,0,316688,103270
7729,3,5758253,Route 194 Southlake Mall,1,315671,103093
7729,3,5778560,Route 194 Lakewood Station,0,316688,103270
7729,3,5790452,Route 194 Lakewood Station,0,316688,103270
7729,3,5782714,Route 194 Southlake Mall,1,316688,103093
7729,3,5792815,Route 194 Southlake Mall,1,316688,103093
7729,3,5754003,Route 194 Southlake Mall,1,315671,103093
7729,3,5793403,Route 194 Lakewood Station,0,316190,103270
7729,4,5785881,Route 194 Lakewood Station,0,316191,103270
7729,4,5754716,Route 194 Lakewood Station,0,316454,103270
7729,4,5785883,Route 194 Southlake Mall,1,316191,103093
7729,4,5784231,Route 194 Lakewood Station,0,316191,103270
7729,4,5785884,Route 194 Southlake Mall,1,316454,103093
7729,4,5783741,Route 194 Lakewood Station,0,316454,103270
7729,4,5754719,Route 194 Southlake Mall,1,316689,103093
7729,4,5769931,Route 194 Lakewood Station,0,316689,103270
7729,4,5785880,Route 194 Lakewood Station,0,316454,103270
7729,4,5774822,Route 194 Southlake Mall,1,316689,103093
7729,4,5775006,Route 194 Lakewood Station,0,316191,103270
7729,4,5785882,Route 194 Southlake Mall,1,316454,103093
7729,4,5772395,Route 194 Southlake Mall,1,316191,103093
7729,4,5754720,Route 194 Southlake Mall,1,316454,103093
7729,4,5772394,Route 194 Southlake Mall,1,316191,103093
7729,4,5758801,Route 194 Lakewood Station,0,316689,103270
7729,4,5785885,Route 194 Southlake Mall,1,316689,103093
7729,4,5765710,Route 194 Southlake Mall,1,316689,103093
7729,4,5754717,Route 194 Lakewood Station,0,316689,103270
7729,4,5754718,Route 194 Southlake Mall,1,316191,103093
7729,4,5792510,Route 194 Lakewood Station,0,316689,103270
7729,4,5772393,Route 194 Southlake Mall,1,316454,103093
7729,4,5780219,Route 194 Lakewood Station,0,316454,103270
7729,4,5785879,Route 194 Lakewood Station,0,316191,103270
7729,4,5792813,Route 194 Southlake Mall,1,316689,103093
